movie,genre,plot
Suburban Commando,"['Action', ' Comedy', ' Sci-Fi']","An interstellar hero from a distant world visits Earth, and tries to fit in with a mundane, yet kind, suburban family."
Slaughterhouse-Five,"['Comedy', ' Drama', ' Sci-Fi']",Billy Pilgrim has mysteriously become unstuck in time. He goes on an uncontrollable trip back and forth from his birth in New York to life on a distant planet and back again to the horrors of the 1945 fire-bombing of Dresden.
Steins;Gate 0,"['Animation', ' Drama', ' Mystery']",Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence
Moon Zero Two,"['Crime', ' Sci-Fi']",A space salvage expert and his partner become involved with a group of criminals intent on hijacking a small asteroid made of sapphire and crashing it into the moon for later recovery. The ...                See full summary »
Queen of Blood,"['Horror', ' Sci-Fi']","The year is 1990. An alien species makes contact with Earth through radio transmission, notifying of an imminent visit. An alien ship crash lands on Mars, and a rescue team is sent from ...                See full summary »"
New Rose Hotel,"['Drama', ' Mystery', ' Sci-Fi']","Two businessmen are hired to steal secrets from a rival, and decide to use a beautiful call girl to do so."
Marvel's Avengers,"['Action', ' Adventure', ' Fantasy']","A catastrophic accident results in massive devastation. Blamed for the tragedy, the Avengers disband. Five years later, with all super heroes outlawed and the world in peril, the only hope is to reassemble Earth's Mightiest Heroes."
The Ray Bradbury Theatre,"['Drama', ' Fantasy', ' Horror']",A Canadian-produced anthology series scripted by famed science-fiction author Ray Bradbury. Many of the teleplays were based upon Bradbury's novels and short stories.
Freaked,"['Comedy', ' Sci-Fi']","A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist."
DC Showcase: The Losers,"['Animation', ' Short', ' Adventure']","The Losers, the legendary rag-tag team of World War II outcasts, find themselves marooned on an uncharted island in the South Pacific that is completely overrun with dinosaurs."
Jack & Bobby,"['Drama', ' Romance', ' Sci-Fi']","The early life of Bobby McCallister, a progressive President of the United States from 2041 to 2049, is explored."
Sharknado 5: Global Swarming,"['Action', ' Adventure', ' Comedy']","With much of America lying in ruins, the rest of the world braces for a global sharknado, and Fin and his family must travel around the world to stop them."
Starship Troopers: Traitor of Mars,"['Animation', ' Action', ' Sci-Fi']","Federation trooper, Johnny Rico's ordered to work with a group of new recruits on a satellite station on Mars, where giant bugs have decided to target their next attack."
Super PupZ,"['Adventure', ' Comedy', ' Family']",Four superpowered pups work as a pack to help their new kid pals - and a furry alien friend - in a cute and cuddly cosmic adventure.
Minecraft,"['Action', ' Adventure', ' Family']","Welcome to the world of Minecraft where you can build, brew potions, enchant your armor and tools and adventure other biomes. Visit the Nether, or even defeat the Ender Dragon in the End."
Zaat,"['Horror', ' Sci-Fi']",A mad scientist transforms himself into an aquatic killer.
Atlas Shrugged: Part I,"['Drama', ' Mystery', ' Sci-Fi']",Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.
Virus,"['Action', ' Horror', ' Sci-Fi']","After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that's taken control of a Russian research vessel and aims to destroy on a massive scale."
Lilo & Stitch 2: Stitch Has a Glitch,"['Animation', ' Comedy', ' Drama']",A malfunction threatens to destroy Stitch and his friendship with Lilo!
The Final Cut,"['Drama', ' Sci-Fi', ' Thriller']","Set in a world with memory recording implants, Alan Hakman is a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger."
Becoming,"['Drama', ' Horror', ' Sci-Fi']",A young woman learns her fiance has become possessed by an entity.
The Amazing Bulk,"['Animation', ' Action', ' Comedy']","Henry 'Hank' Howard works as a scientist in a military lab, trying to create a superhuman formula but with little success. He is also in love with the daughter of his boss, a general. In an...                See full summary »"
Science Fiction Volume One: The Osiris Child,"['Action', ' Adventure', ' Drama']","Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all."
V: The Final Battle,"['Action', ' Adventure', ' Sci-Fi']",A small group of human resistance fighters fight a desperate guerilla war against the genocidal extra-terrestrials who dominate Earth.
Two Distant Strangers,"['Short', ' Drama', ' Sci-Fi']",A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.
Suicide Squad: Kill the Justice League,"['Action', ' Adventure', ' Comedy']",The most dangerous villains in the DC Universe have been forced to team up and take on a new mission: Kill the Justice League.
Cleopatra 2525,"['Sci-Fi', ' Action', ' Fantasy']","An exotic dancer, cryogenically frozen in the year 2001, is accidentally thawed out in 2525 by two female warriors who are fighting against evil robots which have taken over the world. The ...                See full summary »"
Battle at Big Rock,"['Short', ' Action', ' Adventure']","A family on a camping trip to Big Rock National Park, about 20 miles from where Fallen Kingdom has ended, take part in the first major confrontation between dinosaurs and humans."
Darkman III: Die Darkman Die,"['Action', ' Crime', ' Horror']","When he double-crosses a drug kingpin, Darkman must free himself of his remote-control clutches."
Clockstoppers,"['Action', ' Adventure', ' Comedy']",A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.
The Bay,"['Horror', ' Sci-Fi', ' Thriller']",Chaos breaks out in a small Maryland town after an ecological disaster occurs.
The Highwayman,"['Action', ' Sci-Fi']","Series starring a big high-tech 18-wheeler. The driver, the title's 'Highwayman' was one of a team of federal marshals empowered to right wrongs ""where ordinary laws do not reach"" - and to ...                See full summary »"
Batman Beyond - Return of the Joker,"['Animation', ' Action', ' Crime']","The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime."
In Space with Markiplier: Part 2,"['Action', ' Adventure', ' Comedy']","In Space with Markiplier: Part 2 (2022) is one of the segments of In Space with Markiplier, featuring Mick Lauer, Pamela Horton, Bob Muyskens, and Tyler Scheid. It begins part 2 of the series and is followed by either Romance or Horror."
Rise of the Teenage Mutant Ninja Turtles,"['Animation', ' Action', ' Adventure']",Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.
The Domestics,"['Action', ' Horror', ' Sci-Fi']","In the weeks following an apocalyptic event, a husband and wife venture across the countryside inhabited by deadly factions in search of safety, and must work together as they are pushed to the breaking point in order to survive."
Justice League: War,"['Animation', ' Action', ' Adventure']",The world's finest heroes found the Justice League in order to stop an alien invasion of Earth.
Lightningface,"['Short', ' Comedy', ' Drama']","An origin story, of sorts--LIGHTNINGFACE stars Oscar Isaac as Basil Stitt, who in the aftermath of an inexplicable incident, decides to sequester himself inside his apartment, setting the stage for a profound transformation."
Iron Sky: The Coming Race,"['Action', ' Adventure', ' Comedy']",A follow-up to the film Iron Sky (2012) in which Nazis plan to take over the world after lying dormant in a secret military base on the moon.
Mass Effect: Legendary Edition,"['Action', ' Adventure', ' Sci-Fi']",A compilation of the first three Mass Effect games.
Red vs. Blue,"['Animation', ' Short', ' Action']","After the Halo event of 2552, there is a brief but violent period of civil war among the humans. Two armies on opposite sides of a canyon, the Reds and Blues, fight in the most worthless piece of real estate in the galaxy."
